block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
2729;lu-mz.A.x;blts.f90:57-227;19.73;2.69;1.42;2.44;2.85;1.334238409996;9;
2766;lu-mz.A.x;buts.f90:55-227;17.62;2.4;1.13;2.18;2.58;1.9830493927002;9;
2743;lu-mz.A.x;jacu.f90:43-348;11.81;1.61;0.78;1.46;1.71;1.0519732236862;9;
2714;lu-mz.A.x;jacld.f90:39-349;9.6;1.31;0.65;1.19;1.43;0.90197217464447;9;
2764;lu-mz.A.x;buts.f90:67-67;4.53;0.62;0.31;0.56;0.73;0.59255248308182;9;
2725;lu-mz.A.x;blts.f90:40-48;2.75;0.37;0.16;0.34;0.42;0.42925125360489;9;
2747;lu-mz.A.x;jacu.f90:38-348;2.54;0.35;0.18;0.31;0.42;0.34839904308319;9;
2759;lu-mz.A.x;buts.f90:40-47;1.91;0.26;0.12;0.24;0.32;0.27057227492332;9;
2565;lu-mz.A.x;rhs.f90:220-223;1.64;0.22;0.13;0.2;0.27;0.22827857732773;9;
2494;lu-mz.A.x;rhs.f90:45-54;1.57;0.21;0.12;0.19;0.25;0.18213224411011;9;
2765;lu-mz.A.x;buts.f90:67-67;1.43;0.19;0.1;0.18;0.23;0.17428663372993;9;
2558;lu-mz.A.x;rhs.f90:199-205;1.34;0.18;0.06;0.17;0.24;0.34906134009361;9;
2530;lu-mz.A.x;rhs.f90:117-141;1.12;0.15;0.05;0.14;0.2;0.28251171112061;9;
2640;lu-mz.A.x;rhs.f90:392-416;1.1;0.15;0.08;0.14;0.23;0.28690284490585;9;
2581;lu-mz.A.x;rhs.f90:252-281;1.01;0.14;0.05;0.13;0.19;0.24254561960697;9;
2533;lu-mz.A.x;rhs.f90:159-166;1;0.14;0.05;0.12;0.15;0.15206257998943;9;
2584;lu-mz.A.x;rhs.f90:300-307;0.95;0.13;0.04;0.12;0.16;0.20805644989014;9;
2518;lu-mz.A.x;rhs.f90:84-87;0.84;0.11;0.04;0.1;0.17;0.28694093227386;9;
2644;lu-mz.A.x;rhs.f90:434-441;0.78;0.11;0.05;0.1;0.13;0.13664931058884;9;
2606;lu-mz.A.x;rhs.f90:338-344;0.75;0.1;0.04;0.09;0.13;0.13236516714096;9;
2526;lu-mz.A.x;rhs.f90:91-114;0.7;0.1;0.05;0.09;0.11;0.12255933880806;9;
2514;lu-mz.A.x;rhs.f90:71-81;0.64;0.09;0.05;0.08;0.12;0.10650619864464;9;
2638;lu-mz.A.x;rhs.f90:426-434;0.64;0.09;0.02;0.08;0.12;0.19570496678352;9;
2562;lu-mz.A.x;rhs.f90:208-217;0.63;0.09;0.04;0.08;0.11;0.14936119318008;9;
2631;lu-mz.A.x;rhs.f90:367-389;0.61;0.08;0.04;0.08;0.12;0.14703638851643;9;
2571;lu-mz.A.x;rhs.f90:228-249;0.61;0.08;0.02;0.08;0.11;0.17899024486542;9;
2116;lu-mz.A.x;ssor.f90:44-46;0.58;0.08;0.02;0.07;0.14;0.22443020343781;9;
2642;lu-mz.A.x;rhs.f90:337-454;0.57;0.08;0.03;0.07;0.1;0.15272088348866;9;
2610;lu-mz.A.x;rhs.f90:347-356;0.55;0.07;0.01;0.07;0.1;0.19335640966892;9;
2742;lu-mz.A.x;jacu.f90:292-292;0.51;0.07;0.03;0.06;0.12;0.22656241059303;9;
2763;lu-mz.A.x;buts.f90:67-67;0.39;0.05;0.02;0.05;0.07;0.11492641270161;9;
2767;lu-mz.A.x;buts.f90:67-67;0.38;0.05;0.03;0.05;0.06;0.072846308350563;9;
