Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.15;80.61;10.83;29808.89;6.98;0.55;0.02;0.06;0.09;12.54;0;0.72;
knl01;_ALL;_ALL;0.15;80.61;10.83;29808.89;6.98;0.55;0.02;0.06;0.09;12.54;0;0.72;
knl01;12423;_ALL;0.22;82.43;10.88;5008;5.43;0.36;0.04;0.08;0;12.54;0;0.56;
knl01;12423;12423;0.4;76.16;17.08;2500;4.76;0.64;0.08;0.12;0;12.5;0;0.76;
knl01;12423;12438;0.04;88.68;4.7;2508;6.1;0.08;0;0.04;0;12.54;0;0.36;
knl01;12424;_ALL;0.14;84.4;7.97;4991.92;5.63;0.72;0.02;0.08;0.12;12.49;0;0.92;
knl01;12424;12424;0.28;80.79;11.57;2497.96;4.52;1.32;0.04;0.16;0.24;12.49;0;1.08;
knl01;12424;12433;0;88.01;4.37;2493.96;6.74;0.12;0;0;0;12.47;0;0.76;
knl01;12425;_ALL;0.14;84.67;7.58;4990.02;5.73;0.8;0;0.04;0.08;12.49;0;0.96;
knl01;12425;12425;0.28;80.75;11.87;2493.01;4.61;1.16;0;0.08;0.16;12.47;0;1.08;
knl01;12425;12434;0;88.59;3.28;2497.01;6.85;0.44;0;0;0;12.49;0;0.84;
knl01;12426;_ALL;0.16;82.24;11.21;5011.96;5.23;0.48;0;0.1;0.1;12.53;0;0.48;
knl01;12426;12426;0.2;75.93;18.12;2504.98;4.35;0.72;0;0.12;0.12;12.52;0;0.44;
knl01;12426;12435;0.12;88.55;4.31;2506.98;6.1;0.24;0;0.08;0.08;12.53;0;0.52;
knl01;12421;_ALL;0.12;74.38;14;4899.04;9.96;0.55;0.04;0.02;0.1;12.3;0;0.82;
knl01;12421;12421;0.25;70.97;22.39;2439.01;4.22;0.74;0.08;0.04;0.21;12.2;0;1.11;
knl01;12421;12437;0;77.76;5.69;2460.02;15.65;0.37;0;0;0;12.3;0;0.53;
knl01;12422;_ALL;0.12;75.33;13.41;4907.95;10;0.37;0;0.04;0.14;12.31;0;0.59;
knl01;12422;12422;0.25;71.33;21.64;2444.98;5.03;0.53;0;0.08;0.29;12.22;0;0.86;
knl01;12422;12436;0;79.29;5.24;2462.97;14.94;0.2;0;0;0;12.31;0;0.32;
