function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
46;lu-mz.A.x;sync_left;syncs.f90:73-88;42.06;6.5;0;5.9;11.22;18.216398239136;75;"100,0,0,0,0,0,0,0,0,0";
256;libgomp.so.1.0.0;omp_get_num_procs;;24.94;3.85;0.94;3.28;6.62;10.799283981323;80;"0,0,100,0,0,0,0,0,0,0";
542;libmpich.so.12.1.8;mpirinitf_;;6.27;0.97;0.2;0.82;6.17;10.38055896759;80;"0,100,0,0,0,0,0,0,0,0";
37;lu-mz.A.x;rhs_._omp_fn.0;rhs.f90:58-475;4.05;0.63;0.3;0.53;0.76;0.99447125196457;80;"100,0,0,0,0,0,0,0,0,0";
44;lu-mz.A.x;buts;buts.f90:4-235;3.73;0.58;0.22;0.49;0.65;0.91708743572235;80;"99.69397833014,0,0.30602166985964,0,0,0,0,0,0,0";
42;lu-mz.A.x;blts;blts.f90:4-236;3.18;0.49;0.22;0.42;0.6;0.89692682027817;80;"99.507204562194,0,0.49279543780587,0,0,0,0,0,0,0";
47;lu-mz.A.x;sync_right;syncs.f90:111-125;3.09;0.48;0;0.42;1.52;2.9750378131866;78;"100,0,0,0,0,0,0,0,0,0";
43;lu-mz.A.x;jacu;jacu.f90:5-356;2.76;0.43;0.22;0.36;0.52;0.76178687810898;80;"99.741324567453,0,0.258675432547,0,0,0,0,0,0,0";
41;lu-mz.A.x;jacld;jacld.f90:5-357;2.43;0.38;0.18;0.32;0.51;0.64974617958069;80;"99.022101883645,0,0.97789811635454,0,0,0,0,0,0,0";
26;lu-mz.A.x;ssor_._omp_fn.0;ssor.f90:39-170;0.99;0.15;0.05;0.13;0.19;0.28563296794891;80;"100,0,0,0,0,0,0,0,0,0";
153;libpthread-2.31.so;__GI___pthread_mutex_lock;;0.64;0.1;0.03;0.08;0.15;0.24306048452854;80;"0,0,0,0,0,100,0,0,0,0";
419;libmpich.so.12.1.8;MPI_Wait;;0.54;0.08;0.01;0.07;0.13;0.25364077091217;80;"0,100,0,0,0,0,0,0,0,0";
58;lu-mz.A.x;exchange_1;exchange_1.f90:5-147;0.53;0.08;0.02;0.07;0.12;0.2058580070734;80;"95.089447441464,0,4.9105525585359,0,0,0,0,0,0,0";
386;libmpich.so.12.1.8;MPI_Irecv;;0.38;0.06;0.01;0.05;0.11;0.18573378026485;79;"0,100,0,0,0,0,0,0,0,0";
160;libpthread-2.31.so;__GI___pthread_mutex_unlock;;0.38;0.06;0.01;0.05;0.08;0.16092029213905;80;"0,0,0,0,0,100,0,0,0,0";
388;libmpich.so.12.1.8;MPI_Isend;;0.37;0.06;0;0.05;0.1;0.18450073897839;80;"0,100,0,0,0,0,0,0,0,0";
278;libpthread-2.31.so;__lll_lock_wait;;0.32;0.05;0;0.04;0.08;0.16253884136677;80;"0,0,0,0,0,100,0,0,0,0";
534;libmpich.so.12.1.8;MPIR_Dup_fn;;0.29;0.05;0;0.06;0.51;0.90636920928955;55;"0,100,0,0,0,0,0,0,0,0";
1905;libc-2.31.so;__nss_database_lookup;;0.26;0.04;0;0.03;0.18;0.31882905960083;80;"0,0.18055151012546,0,0,0,0,0,0,0,99.819448489875";
418;libmpich.so.12.1.8;MPI_Testsome;;0.25;0.04;0.01;0.03;0.06;0.11047755181789;80;"0,100,0,0,0,0,0,0,0,0";
209;libgomp.so.1.0.0;omp_get_num_threads;;0.2;0.03;0;0.03;0.07;0.11210542172194;77;"0,0,100,0,0,0,0,0,0,0";
627;libmpichfort.so.12.1.8;MPI_WAIT;;0.18;0.03;0;0.02;0.05;0.090803720057011;79;"0,100,0,0,0,0,0,0,0,0";
587;libc-2.31.so;pthread_attr_setschedparam;;0.15;0.02;0;0.02;0.06;0.12317508459091;65;"0,0,0,0,0,100,0,0,0,0";
-1;kernel;unknown_kernel_region;;0.14;0.02;0;0.02;0.06;0.096686623990536;77;"0,0.67563534846171,3.3777919762097,0,11.822112661669,84.12446001366,0,0,0,0";
59;lu-mz.A.x;exchange_3;exchange_3.f90:5-171;0.13;0.02;0.07;0.14;0.27;0.55713945627213;10;"100,0,0,0,0,0,0,0,0,0";
574;libc-2.31.so;pthread_self;;0.13;0.02;0;0.02;0.05;0.087883442640305;75;"0,0,0,0,0,100,0,0,0,0";
568;libc-2.31.so;pthread_mutex_lock;;0.11;0.02;0;0.02;0.04;0.075786985456944;72;"0,0,0,0,0,100,0,0,0,0";
626;libmpichfort.so.12.1.8;MPI_IRECV;;0.11;0.02;0;0.02;0.04;0.070922955870628;76;"0,100,0,0,0,0,0,0,0,0";
569;libc-2.31.so;pthread_mutex_unlock;;0.11;0.02;0;0.01;0.03;0.066205024719238;78;"0,0,0,0,0,100,0,0,0,0";
539;libmpich.so.12.1.8;MPII_Grequest_set_lang_f77;;0.11;0.02;0;0.01;0.04;0.071306981146336;74;"0,100,0,0,0,0,0,0,0,0";
622;libmpichfort.so.12.1.8;MPI_ISEND;;0.1;0.02;0;0.02;0.04;0.067431606352329;73;"0,100,0,0,0,0,0,0,0,0";
210;libgomp.so.1.0.0;omp_get_thread_num;;0.09;0.01;0;0.01;0.03;0.051108788698912;73;"0,0,100,0,0,0,0,0,0,0";
588;libc-2.31.so;__libc_malloc;;0.08;0.01;0;0.01;0.04;0.064850188791752;67;"0,0,0,0,0,0,0,0,100,0";
191;libpthread-2.31.so;__pthread_cond_wait;;0.08;0.01;0;0.01;0.04;0.064359843730927;59;"0,0,0,0,0,100,0,0,0,0";
195;libpthread-2.31.so;__pthread_cond_broadcast;;0.07;0.01;0;0.01;0.03;0.053145498037338;65;"0,0,0,0,0,100,0,0,0,0";
240;libgomp.so.1.0.0;omp_in_final;;0.07;0.01;0;0.01;0.06;0.11333005130291;53;"0,0,100,0,0,0,0,0,0,0";
0;lu-mz.A.x;Unknown function;;0.07;0.01;0;0.01;0.03;0.046587608754635;64;"70.291064417019,0,29.708935582981,0,0,0,0,0,0,0";
589;libc-2.31.so;__libc_free;;0.05;0.01;0;0.01;0.03;0.044562667608261;48;"0,0,0,0,0,0,0,0,100,0";
33;lu-mz.A.x;copy_x_face_._omp_fn.1;exch_qbc.f90:263-265;0.04;0.01;0;0.01;0.04;0.067745521664619;29;"100,0,0,0,0,0,0,0,0,0";
162;libpthread-2.31.so;__pthread_mutex_cond_lock;;0.04;0.01;0;0.01;0.02;0.036291658878326;43;"0,0,0,0,0,100,0,0,0,0";
21;lu-mz.A.x;exact;exact.f90:4-52;0.03;0;0;0.01;0.02;0.029819106683135;43;"98.507140273392,0,1.4928597266084,0,0,0,0,0,0,0";
174;libmpich.so.12.1.8;.plt.got@start;;0.03;0;0;0.01;0.02;0.031929034739733;46;"0,100,0,0,0,0,0,0,0,0";
557;libc-2.31.so;pthread_cond_broadcast;;0.03;0;0;0.01;0.01;0.026918238028884;44;"0,0,0,0,0,100,0,0,0,0";
31;lu-mz.A.x;copy_y_face_._omp_fn.1;exch_qbc.f90:226-228;0.03;0;0;0.01;0.02;0.025054154917598;42;"100,0,0,0,0,0,0,0,0,0";
30;lu-mz.A.x;copy_y_face_._omp_fn.0;exch_qbc.f90:216-218;0.02;0;0;0.01;0.01;0.032897103577852;32;"100,0,0,0,0,0,0,0,0,0";
111;libgomp.so.1.0.0;GOMP_barrier;;0.02;0;0;0.01;0.02;0.024134052917361;35;"0,0,100,0,0,0,0,0,0,0";
158;libmpich.so.12.1.8;pthread_mutex_unlock@plt;;0.02;0;0;0.01;0.02;0.021086534485221;35;"0,100,0,0,0,0,0,0,0,0";
24;lu-mz.A.x;erhs_._omp_fn.0;erhs.f90:53-484;0.02;0;0;0.01;0.01;0.029966190457344;32;"100,0,0,0,0,0,0,0,0,0";
351;libc-2.31.so;psiginfo;;0.02;0;0.01;0.02;0.03;0.045512914657593;10;"0,6.9769980512104,0,0,93.02300194879,0,0,0,0,0";
